text,label,page,line_count,avg_font_size,max_font_size,has_bold,has_italic,block_index,relative_position,prev_font_size,prev_text_length,next_font_size,next_text_length,word_count,char_count,avg_word_length,y_position,x_position,width,height,is_top_quarter,is_left_aligned,font_size_ratio,is_large_font,font_emphasis_score,all_caps_ratio,digit_ratio,punct_ratio,has_colon,starts_with_number,title_pattern_score,heading_pattern_score,is_first_block,is_early_block,font_larger_than_prev,font_larger_than_next,content_word_ratio,semantic_density,position_font_interaction,pattern_position_interaction
"The Centre for Humanitarian Data ('the Center'), together with key partners, is publishing a series of eight guidance notes on Data Responsibility in Humanitarian Action over the course of 2019 and 2020. The Guidance Note series follows the publication of the OCHA Data Responsibility Guidelines in March 2019. Through the series, the Centre aims to provide additional guidance on specific issues, processes and tools for data responsibility in practice. This series is made possible with the generous support of the Directorate-General for European Civil Protection and Humanitarian Aid Operations (DG ECHO).",Paragraph,4.0,6.0,10.0,10.0,1,0,55.0,0.9322033898305084,10.0,172.0,9.0,336.0,91.0,609.0,5.7032967032967035,586.4889526367188,65.22440338134766,459.2820053100586,73.02001953125,0,1,1.0227730828250943,0,2.0,0.060755336617405585,0.019704433497536946,0.024630541871921183,0,0,0.0,0.0,0,0,0,1,0.6373626373626373,0.7931034482758621,0.9534325348369522,0.0
"This document covers humanitarian aid activities implemented with the financial assistance of the European Union. The views expressed herein should not be taken, in any way, to reflect the official opinion of the European Union, and the European Commission is not responsible for any use that may be made of the information it contains.",Paragraph,4.0,4.0,9.0,9.0,0,0,56.0,0.9491525423728814,10.0,609.0,7.650000095367432,47.0,54.0,336.0,5.2407407407407405,683.4284057617188,145.4882049560547,398.41786193847656,43.7490234375,0,0,0.9204957745425848,0,0.0,0.023809523809523808,0.0,0.01488095238095238,0,0,0.0,0.0,0,0,0,1,0.5185185185185185,0.9285714285714286,0.873690904650589,0.0
This project is co-funded by the European Union,Paragraph,4.0,2.0,7.650000095367432,7.650000095367432,0,0,57.0,0.9661016949152542,9.0,336.0,8.0,48.0,8.0,47.0,5.0,742.9625244140625,53.952701568603516,82.4287223815918,18.82666015625,0,1,0.7824214181151212,0,0.0,0.06382978723404255,0.0,0.02127659574468085,0,0,2.0,0.0,0,0,0,0,0.5,1.0,0.7558986581790154,0.06779661016949157
THE CENTRE FOR HUMANITARIAN DATA 5 DECEMBER 2020,Paragraph,4.0,3.0,8.0,8.0,0,0,58.0,0.9830508474576272,7.650000095367432,47.0,12.0,0.0,8.0,48.0,5.125,791.611328125,53.44820022583008,488.3148002624512,10.552001953125,0,1,0.8182184662600753,0,0.0,0.75,0.10416666666666667,0.0,0,0,0.0,0.0,0,0,1,0,0.625,1.0,0.8043503566624469,0.0
A NNOUNCEMENT AND R EPORT C ONCERNING A DVANCE P RICING A GREEMENTS,Paragraph,0.0,3.0,16.605714137970455,16.799999872843426,1,0,0.0,0.0,12.0,0.0,11.986175132786624,2450.0,13.0,67.0,4.230769230769231,72.1620101928711,72.0000228881836,469.7355728149414,640.2297744750977,1,1,1.4046550694883466,1,4.0,0.8208955223880597,0.0,0.0,0,0,0.0,0.0,1,1,1,1,0.46153846153846156,1.0,0.0,0.0
"March 31, 2003 This Announcement is issued pursuant to § 521(b) of Pub. L. 106-170, the Ticket to Work and Work Incentives Improvement Act of 1999, requiring that the Secretary of the Treasury annually report to the public concerning Advance Pricing Agreements (APAs) and the APA Program. The first report covered calendar years 1991 through 1999. Subsequent reports covered calendar years 2000 and 2001. This fourth report describes the experience of the APA Program during calendar year 2002 consistent with the mandate of § 521(b). This document does not provide guidance regarding the application of the arm’s length standard; rather, it reports on the structure and activities of the APA program. Mindy Piatoff Acting Director, Advance Pricing Agreement Program Background Internal Revenue Code (IRC) § 482 provides that the Secretary may distribute, apportion, or allocate gross income, deductions, credits, or allowances between or among two or more commonly controlled businesses if necessary to reflect clearly the income of such businesses. Under the regulations, the standard to be applied in determining the true taxable income of a controlled business is that of a business dealing at arm’s length with an unrelated business. The arm’s length standard also has been adopted by the international community and is incorporated into the transfer pricing guidelines issued by the Organization for Economic Cooperation and Development (OECD). OECD, T RANSFER P RICING G UIDELINES FOR M ULTINATIONAL E NTERPRISES AND T AX A DMINISTRATORS (1995). Transfer pricing issues by their nature are highly factual and have traditionally been one of the largest issues identified by the IRS in its audits of multinational corporations. The APA Program is designed to resolve actual or potential transfer pricing disputes in a principled, cooperative manner, as an alternative to the traditional examination process. An APA is a binding contract between the IRS and a taxpayer by which the IRS agrees not to seek a transfer pricing adjustment under IRC § 482 for a covered transaction if the taxpayer files its tax return for a covered year consistent with the agreed transfer pricing method (TPM). In year 2002, the IRS and taxpayers executed 85 APAs and amended 9 APAs. Since 1991, with the issuance of Rev. Proc. 91-22, 1991-1 C.B. 526, the IRS has offered taxpayers through the APA Program the opportunity to reach an agreement in advance of filing a",H2,0.0,31.0,11.986175132786624,13.800000190734863,1,0,1.0,0.006172839506172839,16.605714137970455,67.0,12.0,1.0,390.0,2450.0,5.2846153846153845,72.1620101928711,72.0000228881836,469.7355728149414,640.2297744750977,1,1,1.013894465733687,0,2.0,0.0746938775510204,0.030612244897959183,0.025306122448979593,0,0,2.0,1.0,0,1,0,0,0.5871794871794872,0.7685589519650655,0.006258607813170908,2.9814814814814814
1,H2,0.0,1.0,12.0,12.0,0,0,2.0,0.012345679012345678,11.986175132786624,2450.0,12.090000009536743,3393.0,1.0,1.0,1.0,741.7080078125,72.0,237.0,13.28399658203125,0,1,1.0150638926944864,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,1,0,0.0,0.0,0.012531652996228226,0.0
"tax return on the appropriate TPM to be applied to related party transactions. In 1996, the IRS issued internal procedures for processing APA requests. Chief Counsel Directives Manual (CCDM), ¶¶ 42.10.10 – 42.10.16 (November 15, 1996). Also in 1996, the IRS updated Rev. Proc. 91-22 with the release of Rev. Proc. 96-53, 1996-2 C.B. 375. The APA Program continues to operate under the provisions of Rev. Proc. 96-53, which provides taxpayers with instructions of how to apply for an APA, and what to expect in the processing of the case. In addition, in 1998, the IRS published Notice 98-65, 1998-2 C.B. 803, which set forth streamlined APA procedures for Small Business Taxpayers (SBTs). That Notice also expanded the availability of the lowest APA user fee in an effort to attract taxpayers who may not have the resources to do the sophisticated economic studies normally required in APA submissions. Advance Pricing Agreements An APA generally combines an agreement between a taxpayer and the IRS on an appropriate TPM for the transactions at issue (Covered Transactions) with an agreement between the U.S. and one or more foreign tax authorities (under the authority of the mutual agreement process of our income tax treaties) that the TPM is correct. With such a “bilateral” APA, the taxpayer ordinarily is assured that the income associated with the Covered Transactions will not be subject to double taxation by the IRS and the foreign tax authority. It is the policy of the United States, as reflected in § 7 of Rev. Proc. 96-53 to encourage taxpayers that enter the APA program to seek bilateral or multilateral APAs when competent authority procedures are available with respect to the foreign country or countries involved. However, the IRS may execute an APA with a taxpayer without reaching a competent authority agreement (a “unilateral” APA). A unilateral APA is an agreement between a taxpayer and the IRS establishing an approved TPM for U.S. tax purposes. A unilateral APA binds the taxpayer and the IRS, but obviously does not prevent foreign tax administrations from taking different positions on the appropriate TPM for a transaction. As stated in Rev. Proc. 96-53, should a transaction covered by a unilateral APA be subject to double taxation as the result of an adjustment by a foreign tax administration, the taxpayer may seek relief by requesting that the U.S. Competent Authority consider initiating a mutual agreement proceeding, provided there is an applicable income tax treaty in force with the other country. When a unilateral APA involves taxpayers operating in a country that is a treaty partner, information relevant to the APA (including a copy of the APA and APA annual reports) may be provided to the treaty partner under normal rules and principles governing the exchange of information under income tax treaties. The APA Program APAs are negotiated with the taxpayer by an IRS team headed by an APA team leader. As of December 31, 2002, the APA program had 17 team leaders. The team leader is responsible for organizing the IRS APA team. The IRS APA team arranges meetings with the taxpayer, secures whatever information is necessary from the taxpayer to analyze the taxpayer’s related party transactions and the available facts under the arm’s length standard of IRC § 482 and the regulations thereunder (Treas. Reg.), and negotiates with the taxpayer.",H2,1.0,40.0,12.090000009536743,13.800000190734863,1,0,3.0,0.018518518518518517,12.0,1.0,12.0,1.0,554.0,3393.0,5.126353790613718,71.50801086425781,72.0,469.800048828125,639.0836639404297,1,1,1.0226768726963953,0,2.0,0.05776598880047156,0.024167403477748307,0.030356616563513114,0,0,0.0,0.0,0,1,1,1,0.5884476534296029,0.6288343558282209,0.018938460605488802,0.0
2,H2,1.0,1.0,12.0,12.0,0,0,4.0,0.024691358024691357,12.090000009536743,3393.0,11.969230765970345,3148.0,1.0,1.0,1.0,741.7080078125,72.0,237.0,13.28399658203125,0,1,1.0150638926944864,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,1,0.0,0.0,0.02506330599245645,0.0
"The APA team generally includes an economist, an international examiner, LMSB field counsel, and, in a bilateral case, a U.S. Competent Authority analyst who leads the discussions with the treaty partner. The economist may be from the APA Program or the IRS field organization. As of December 31, 2002, the APA Program had 7 economists. The APA team may also include an LMSB International Technical Advisor, other LMSB exam personnel, and an Appeals officer. The APA Process The APA process is voluntary. Taxpayers submit an application for an APA, together with a user fee as set forth in Rev. Proc. 96-53. The APA process can be broken into five phases: (1) application; (2) due diligence; (3) analysis; (4) discussion and agreement; and (5) drafting, review, and execution. (1) Application In many APA cases, the taxpayer’s application is preceded by a pre-file conference with the APA staff in which the taxpayer can solicit the informal views of the APA Program. Pre-file conferences can occur on an anonymous basis, although a taxpayer must disclose its identity when it applies for an APA. Taxpayers must file the appropriate user fee on or before the due date of the tax return for the first taxable year that the taxpayer proposes to be covered by the APA. Many taxpayers file a user fee first and then follow up with a full application later. The procedures for pre-file conferences, user fees, and delayed applications can be found in Rev. Proc. 96-53. The APA application can be a relatively modest document for a small business taxpayer. Notice 98-65 describes the special APA procedures for small businesses. For most taxpayers, however, the APA application is a substantial document filling several binders. The APA Program makes every effort to reach agreement on the basis of the information provided in the taxpayer's application. The application is assigned to an APA team leader who is responsible for the case. The APA team leader’s first responsibility is to organize the APA team. This involves contacting the appropriate LMSB International Territory Manager to secure the assignment of an international examiner to the APA case and the LMSB Counsel’s office to secure a field counsel lawyer. In a bilateral case, the U.S. Competent Authority will assign a U.S. Competent Authority analyst to the team. In a large APA case, the international examiner may invite his or her manager and other LMSB personnel familiar with the taxpayer to join the team. When the APA may affect taxable years in Appeals, the appropriate appellate conferee will be invited to join the team. In all cases, the team leader contacts the Manager, LMSB International Technical Advisors, to determine whether to include a technical advisor on the team. The IRS APA team will generally include a technical advisor if the APA request concerns cost-sharing, intangibles or services. The APA team leader then distributes copies of the APA application to all team members and sets up an opening conference with the taxpayer. The APA office strives to hold this opening conference within 45 days of the assignment of the case to a team leader. At the opening",H2,2.0,39.0,11.969230765970345,13.800000190734863,1,0,5.0,0.030864197530864196,12.0,1.0,12.0,1.0,518.0,3148.0,5.079150579150579,71.50801086425781,71.99993896484375,470.27984619140625,636.6838226318359,1,1,1.0124611644887056,0,2.0,0.05781448538754765,0.008576874205844982,0.028271918678526048,1,0,2.0,0.0,0,0,0,0,0.6081081081081081,0.6031746031746031,0.031248801373108197,1.9382716049382716
3,H2,2.0,1.0,12.0,12.0,0,0,6.0,0.037037037037037035,11.969230765970345,3148.0,12.0,3347.0,1.0,1.0,1.0,741.7080078125,72.0,237.0,13.28399658203125,0,1,1.0150638926944864,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,1,0,0.0,0.0,0.03759495898868468,0.0
"conference, the APA team leader proposes a case plan designed to complete the recommended U.S. negotiating position for a bilateral APA within 9 months from the date the full application was filed and to complete a unilateral APA within 12 months from the application date. In 2002, the median for completing negotiating positions was 12.0 months (average 13.7), and the median for completing unilateral APAs was 15.9 months (average 20.2). (2) Due Diligence The APA team must satisfy itself that the relevant facts submitted by the taxpayer are complete and accurate. This due diligence aspect of the APA is vital to the process. It is because of this due diligence that the IRS can reach advance agreements with taxpayers in the highly factual setting of transfer pricing. Due diligence can proceed in a number of ways. Typically, the taxpayer and the APA team will agree to dates for future meetings during the opening conference. In advance of the opening conference, the APA team leader will submit a list of questions to the taxpayer for discussion. The opening conference may result in a second set of questions. These questions are developed by the APA team and provided to the taxpayer through the APA team leader. It is important to note that this due diligence is not an audit and is focused on the transfer pricing issues associated with the transactions in the taxpayer’s application, or such other transactions that the taxpayer and the IRS may agree to add. (3) Analysis A significant part of the analytical work associated with an APA is done typically by the APA or IRS field economist assigned to the case. The analysis may result in the need for additional information. Once the IRS APA team has completed its due diligence and analysis, it begins negotiations with the taxpayer over the various aspects of the APA including the selection of comparable transactions, asset intensity and other adjustments, the TPM, which transactions to cover, the appropriate critical assumptions, the APA term, and other key issues. The APA team leader will discuss particularly difficult issues with his or her managers, but generally the APA team leader is empowered to negotiate the APA. (4) Discussion and Agreement This phase differs for bilateral and unilateral cases. In a bilateral case, the discussions proceed in two parts and involve two IRS offices -- the APA Program and the U.S. Competent Authority. In the first part, the APA team will attempt to reach a consensus with the taxpayer regarding the recommended position that the U.S. Competent Authority should take in negotiations with its treaty partner. This recommended U.S. negotiating position is a paper drafted by the APA team leader and signed by the APA Director that provides the APA Program’s view of the best TPM for the covered transaction, taking into account IRC § 482 and the regulations thereunder, the relevant tax treaty, and the U.S. Competent Authority’s experience with the treaty partner. The experience of the APA office and the U.S. Competent Authority is that APA negotiations are likely to proceed more rapidly with a foreign competent authority if the taxpayer fully supports the U.S. negotiating position. Consequently, the APA Office works together with the taxpayer in developing the recommended U.S. negotiating position. On occasion, the APA team",H2,3.0,42.0,12.0,12.0,1,0,7.0,0.043209876543209874,12.0,1.0,12.0,1.0,546.0,3347.0,5.131868131868132,71.50801086425781,71.99990844726562,469.7980651855469,634.2839813232422,1,1,1.0150638926944864,0,2.0,0.04750522856289214,0.007469375560203167,0.023304451747833882,0,0,0.0,0.0,0,0,0,0,0.575091575091575,0.6050955414012739,0.043860785486798795,0.0
4,H2,3.0,1.0,12.0,12.0,0,0,8.0,0.04938271604938271,12.0,3347.0,12.048648653803644,2871.0,1.0,1.0,1.0,741.7080078125,72.0,237.0,13.28399658203125,0,1,1.0150638926944864,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0501266119849129,0.0
"will agree to disagree with a taxpayer. In these cases, the APA office will send a recommended U.S. negotiating position to the U.S. Competent Authority that includes elements with which the taxpayer does not agree. This disagreement is noted in the paper. The APA team leader also solicits the views of the field members of the APA team, and, in the vast majority of APA cases, the international examiner, LMSB field counsel, and other IRS field team members concur in the position prepared by the APA team leader. Once the APA Program completes the recommended U.S. negotiating position, the APA process shifts from the APA Program to the U.S. Competent Authority. The U.S. Competent Authority analyst assigned to the APA takes the recommended U.S. negotiating position and prepares the final U.S. negotiating position, which is then transmitted to the foreign competent authority. The negotiations with the foreign competent authority are conducted by the U.S. Competent Authority analyst, most often in face-to-face negotiating sessions conducted periodically throughout the year. At the request of the U.S. Competent Authority analyst, the APA team leader may continue to assist the negotiations. In unilateral APA cases, the discussions proceed solely between the APA Program and the taxpayer. In a unilateral case, the taxpayer and the APA Program must reach agreement to conclude an APA. Like the bilateral cases, the APA team leader almost always will achieve a consensus with the IRS field personnel assigned to the APA team regarding the final APA. The APA Program has a procedure in which the IRS field personnel are solicited formally for their concurrence in the final APA. This concurrence, or any items in disagreement, is noted in a cover memorandum prepared by the APA team leader that accompanies the final APA sent forward for review and execution. (5) Drafting, Review, and Execution Once the IRS and the taxpayer reach agreement, the drafting of the final APA generally takes little time because the APA Program has developed standard language that is incorporated into every APA. The current version of this language is found in Attachment A. APAs are reviewed by the Branch Chief and the APA Director. In addition, the team leader prepares a summary memorandum for the Associate Chief Counsel (International) (ACC(I)). On March 1, 2001, the ACC(I) delegated to the APA Director the authority to execute APAs on behalf of the IRS. See Chief Counsel Notice CC-2001-016. The APA is executed for the taxpayer by an appropriate corporate officer. Model APA at Attachment A [§ 521(b)(2)(B)] Attachment A contains the current version of the model APA language. As part of its continuing effort to improve its work product, the APA Program has revised the model language to reflect the program’s collective experience with substantive and drafting issues.",H1,4.0,37.0,12.048648653803644,13.800000190734863,1,0,9.0,0.05555555555555555,12.0,1.0,12.0,1.0,460.0,2871.0,5.243478260869566,71.50801086425781,71.99996948242188,468.4611511230469,595.2839813232422,1,1,1.0191790170198425,0,2.0,0.07035876001393243,0.0059212817833507484,0.029954719609892023,0,0,0.0,1.0,0,0,1,1,0.6021739130434782,0.5740072202166066,0.05662105650110236,0.9444444444444444
5,H2,4.0,1.0,12.0,12.0,0,0,10.0,0.06172839506172839,12.048648653803644,2871.0,12.02105264496385,1055.0,1.0,1.0,1.0,741.7080078125,72.0,237.0,13.28399658203125,0,1,1.0150638926944864,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.06265826498114113,0.0
"The Current APA Office Structure, Composition, and Operation In 2002, the APA Office consisted of four branches with Branches 1 and 3 staffed with APA team leaders and Branch 2 staffed with economists and a paralegal. 1 Branch 4, the APA West Coast branch, opened an additional office in Laguna Niguel and moved its headquarters there. Its staffing is indicated in the chart below. Overall, the APA staff decreased from 38 to 34 as a result of attrition and transfers to other Chief Counsel functions. The number of APA team leaders decreased from 22 to 17, while the number of economists remained constant at 7. Despite the decrease in the number of APA team leaders, the combination of the APA Program’s extensive training and smaller caseloads per APA team leader increased productivity and the currency of the APA inventory. As of December 31, 2002, the APA staff was as follows: Director’s Office 1 Acting Director (also Chief, Branch 1) 1 Special Counsel to the Director 1 Secretary to the Director Branch 1 1 Branch Chief 1 Secretary 8 Team Leaders",H1,5.0,19.0,12.02105264496385,13.800000190734863,1,0,11.0,0.06790123456790123,12.0,1.0,12.0,573.0,180.0,1055.0,4.866666666666666,72.3041763305664,71.99998474121094,469.04994201660156,328.6877975463867,1,1,1.0168447076735299,0,2.0,0.07014218009478673,0.03033175355450237,0.02085308056872038,1,0,2.0,0.0,0,0,1,1,0.5777777777777777,0.6538461538461539,0.0690450110148693,1.8641975308641976
"Branch 4 1 Branch Chief (Laguna Niguel) 1 Secretary (San Francisco) 2 Team Leaders (San Francisco) APA Training In 2002, the APA Office continued to emphasize training as a high priority, dedicating two half- days each month to full staff training sessions. These training sessions regarded APA-related current developments, new APA office practices and procedures, and international tax law issues. Updated APA New Hire Training materials were published and provided to the APA staff, and to the public through the APA internet site on the IRS Digital Daily (www.irs.gov).",H2,5.0,13.0,12.0,12.0,0,0,12.0,0.07407407407407407,12.02105264496385,1055.0,12.0,48.0,89.0,573.0,5.449438202247191,346.3079833984375,71.99993896484375,461.4000244140625,235.28399658203125,0,1,1.0150638926944864,0,0.0,0.08027923211169284,0.013961605584642234,0.034904013961605584,0,0,0.0,0.0,0,0,0,0,0.7191011235955056,0.78125,0.07518991797736936,0.0
Branch 2 1 Branch Chief 1 Paralegal 7 Economists,Paragraph,5.0,4.0,12.0,12.0,0,0,13.0,0.08024691358024691,12.0,573.0,12.0,50.0,9.0,48.0,4.444444444444445,346.3079833984375,196.79998779296875,75.60000610351562,54.683990478515625,0,0,1.0150638926944864,0,0.0,0.10416666666666667,0.08333333333333333,0.0,0,0,2.0,0.0,0,0,0,0,0.5555555555555556,0.8,0.08145574447548347,1.8395061728395061
Branch 3 1 Branch Chief 1 Secretary 7 Team Leaders,Paragraph,5.0,4.0,12.0,12.0,0,0,14.0,0.08641975308641975,12.0,48.0,9.299999833106995,197.0,10.0,50.0,4.1,346.3079833984375,319.1999816894531,80.39999389648438,54.683990478515625,0,0,1.0150638926944864,0,0.0,0.12,0.08,0.0,0,0,2.0,0.0,0,0,0,1,0.6,0.8333333333333334,0.08772157097359759,1.8271604938271606
1 Branch 3 includes one team leader with the principal responsibility for annual report review and Branch 2 includes one economist who spends approximately 35% of his time reviewing annual reports.,Paragraph,5.0,2.0,9.299999833106995,10.199999809265137,0,0,15.0,0.09259259259259259,12.0,50.0,12.0,1.0,31.0,197.0,5.387096774193548,685.7117919921875,71.99993896484375,468.78668212890625,34.09136962890625,0,1,0.7866745027209717,0,0.0,0.01015228426395939,0.025380710659898477,0.01015228426395939,0,0,0.0,0.0,0,0,0,0,0.6774193548387096,0.8095238095238095,0.0728402317334233,0.0
6,H2,5.0,1.0,12.0,12.0,0,0,16.0,0.09876543209876543,9.299999833106995,197.0,12.150000015894571,408.0,1.0,1.0,1.0,741.7080078125,72.0,237.0,13.28399658203125,0,1,1.0150638926944864,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,1,0,0.0,0.0,0.1002532239698258,0.0
"APA Program Statistical Data [§ 521(b)(2)(C) and (E)] The statistical information required under § 521(b)(2)(C) is contained in Tables 1 and 9 below; the information required under § 521(b)(2)(E) is contained in Tables 2 and 3 below: Table 1: APA Applications, Executed APAs, and Pending APAs Unilateral Bilateral Multilateral Year Total Cumulative Total APA applications filed during year 2002 50 57 107 676",H1,6.0,18.0,12.150000015894571,13.800000190734863,1,0,17.0,0.10493827160493827,12.0,1.0,12.0,37.0,63.0,408.0,5.492063492063492,72.3041763305664,72.0,457.80224609375,174.48783111572266,1,1,1.027752192697668,0,2.0,0.08823529411764706,0.07598039215686274,0.07352941176470588,1,0,0.0,0.0,0,0,1,1,0.6349206349206349,0.75,0.10785053873987874,0.0
APAs executed • Year 2002 • 1991–2001,Paragraph,6.0,3.0,12.0,12.0,0,0,18.0,0.1111111111111111,12.150000015894571,408.0,12.0,6.0,7.0,37.0,4.428571428571429,253.30799865722656,73.80000305175781,79.80000305175781,43.33201599121094,0,1,1.0150638926944864,0,0.0,0.10810810810810811,0.32432432432432434,0.08108108108108109,0,0,0.0,0.0,0,0,0,0,0.7142857142857143,1.0,0.11278487696605403,0.0
27 179,Paragraph,6.0,2.0,12.0,12.0,0,0,19.0,0.11728395061728394,12.0,37.0,11.300000031789143,8.0,2.0,6.0,2.5,253.30799865722656,220.20001220703125,21.0,40.88398742675781,0,0,1.0150638926944864,0,0.0,0.0,0.8333333333333334,0.0,0,0,0.0,0.0,0,0,0,1,0.5,1.0,0.11905070346416814,0.0
58 2 163,Paragraph,6.0,2.0,11.300000031789143,12.0,0,0,20.0,0.12345679012345678,12.0,6.0,12.0,1.0,3.0,8.0,2.0,253.30799865722656,280.800048828125,21.0,40.88398742675781,0,0,0.955851834976309,0,0.0,0.0,0.75,0.0,0,0,0.0,0.0,0,0,0,0,0.3333333333333333,1.0,0.11800639937979122,0.0
7,H2,6.0,1.0,12.0,12.0,0,0,21.0,0.12962962962962962,11.300000031789143,8.0,12.0,6.0,1.0,1.0,1.0,253.30799865722656,325.2000427246094,38.399993896484375,40.88398742675781,0,0,1.0150638926944864,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,1,0,0.0,0.0,0.13158235646039637,0.0
85 349,Paragraph,6.0,2.0,12.0,12.0,0,0,22.0,0.13580246913580246,12.0,1.0,12.0,3.0,2.0,6.0,2.5,253.30799865722656,414.0000305175781,21.0,40.88398742675781,0,0,1.0150638926944864,0,0.0,0.0,0.8333333333333334,0.0,0,0,0.0,0.0,0,0,0,0,0.5,1.0,0.13784818295851048,0.0
434,Paragraph,6.0,1.0,12.0,12.0,0,0,23.0,0.1419753086419753,12.0,6.0,12.0,49.0,1.0,3.0,3.0,253.30799865722656,487.800048828125,21.0,27.083999633789062,0,0,1.0150638926944864,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,1.0,1.0,0.14411400945662461,0.0
APA renewals executed during year 2002 9 12 21 91,Paragraph,6.0,6.0,12.0,12.0,0,0,24.0,0.14814814814814814,12.0,3.0,12.0,8.0,10.0,49.0,4.0,297.1080017089844,73.80000305175781,431.9999542236328,27.083984375,0,1,1.0150638926944864,0,0.0,0.061224489795918366,0.22448979591836735,0.0,0,0,0.0,0.0,0,0,0,0,0.5,1.0,0.15037983595473872,0.0
7 2 9 21,Paragraph,6.0,4.0,12.0,12.0,0,0,25.0,0.15432098765432098,12.0,49.0,11.533333354526095,51.0,4.0,8.0,1.25,325.3079833984375,226.20001220703125,279.60003662109375,27.083984375,0,0,1.0150638926944864,0,0.0,0.0,0.625,0.0,0,0,0.0,0.0,0,0,0,1,0.0,0.0,0.15664566245285283,0.0
Revised or Amended APAs executed during year 2002 3,Paragraph,6.0,3.0,11.533333354526095,12.0,0,0,26.0,0.16049382716049382,12.0,8.0,12.0,36.0,9.0,51.0,4.777777777777778,325.3080139160156,73.80000305175781,110.60003662109375,40.88397216796875,0,1,0.9755891875490348,0,0.0,0.09803921568627451,0.09803921568627451,0.0,0,0,0.0,0.0,0,0,0,0,0.6666666666666666,1.0,0.15657604244614137,0.0
Pending requests for APAs 48 155 203,Paragraph,6.0,5.0,12.0,12.0,0,0,27.0,0.16666666666666666,11.533333354526095,51.0,12.0,40.0,7.0,36.0,4.285714285714286,367.3080139160156,73.80000305175781,425.99998474121094,27.083984375,0,1,1.0150638926944864,0,0.0,0.1111111111111111,0.2222222222222222,0.0,0,0,0.0,0.0,0,0,1,0,0.7142857142857143,1.0,0.16917731544908104,0.0
Pending requests for new APAs 39 111 150,Paragraph,6.0,5.0,12.0,12.0,0,0,28.0,0.1728395061728395,12.0,36.0,12.0,41.0,8.0,40.0,4.125,395.5080261230469,91.80000305175781,407.99998474121094,27.083984375,0,1,1.0150638926944864,0,0.0,0.1,0.2,0.0,0,0,0.0,0.0,0,0,0,0,0.75,1.0,0.17544314194719518,0.0
Pending requests for renewal APAs 9 44 53,Paragraph,6.0,5.0,12.0,12.0,0,0,29.0,0.17901234567901234,12.0,40.0,11.766666677263046,34.0,8.0,41.0,4.25,423.1080017089844,91.80000305175781,407.99998474121094,27.083984375,0,1,1.0150638926944864,0,0.0,0.0975609756097561,0.12195121951219512,0.0,0,0,0.0,0.0,0,0,0,1,0.5,1.0,0.1817089684453093,0.0
APAs canceled or revoked 4 0 0 0 5,Paragraph,6.0,6.0,11.766666677263046,12.0,0,0,30.0,0.18518518518518517,12.0,41.0,11.720000012715657,27.0,9.0,34.0,2.888888888888889,451.3080139160156,73.80000305175781,429.0000457763672,27.083984375,0,1,0.9953265401217605,0,0.0,0.08823529411764706,0.14705882352941177,0.0,0,0,0.0,0.0,0,0,0,1,0.3333333333333333,1.0,0.18431972965217785,0.0
APAs withdrawn 5 7 19 26 80,Paragraph,6.0,5.0,11.720000012715657,12.0,0,0,31.0,0.19135802469135801,11.766666677263046,34.0,9.466666495358503,756.0,7.0,27.0,3.0,477.8502197265625,72.0,433.79998779296875,41.552978515625,0,1,0.9913790696072154,0,0.0,0.1111111111111111,0.2962962962962963,0.0,0,0,0.0,0.0,0,0,0,1,0.2857142857142857,1.0,0.18970834048039306,0.0
"2 Approximately half of the 58 bilateral APAs executed in 2002 regarded companies carrying on limited business activities. These APAs were negotiated based on a bilateral competent authority agreement that established streamlined resolution guidelines. 3 In 2002, the APA Office and taxpayers agreed to amend nine APAs (seven unilateral and two bilateral). In six of these, the taxpayer reorganized its business. In three, the changes reflected technical corrections or modifications to minor aspects of the APA. 4 In the history of the APA Program, five APAs have been canceled and no APAs have been revoked. 5 Reasons for withdrawals included jurisdictional issues, inventory corrections, taxpayer reorganizations, and changes in facts and circumstances.",Paragraph,6.0,9.0,9.466666495358503,10.199999809265137,1,0,32.0,0.19753086419753085,11.720000012715657,27.0,12.0,1.0,112.0,756.0,5.758928571428571,604.7117919921875,72.0,467.8502197265625,115.09136962890625,0,1,0.8007726119682561,0,2.0,0.04365079365079365,0.018518518518518517,0.021164021164021163,0,0,0.0,0.0,0,0,0,0,0.6160714285714286,0.8840579710144928,0.15817730606780367,0.0
7,Paragraph,6.0,1.0,12.0,12.0,0,0,33.0,0.2037037037037037,9.466666495358503,756.0,11.981117993793776,578.0,1.0,1.0,1.0,741.7080078125,72.0,237.0,13.28399658203125,0,1,1.0150638926944864,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,1,1,0.0,0.0,0.20677227443776575,0.0
